osm_nid,lat,lng,x,z
osm5131269915,1.27810940,103.83378870,0.725,-0.517
osm5233184157,1.27811790,103.83387960,0.726,-0.527
osm603489179,1.27948440,103.83623090,0.878,-0.788
osm4311383083,1.27956280,103.83610760,0.887,-0.775
osm1814232958,1.27960680,103.83603780,0.891,-0.767
osm603489183,1.28002150,103.83628590,0.938,-0.794
osm4598515877,1.27996050,103.83638790,0.931,-0.806
osm6901922815,1.27990880,103.83647480,0.925,-0.815
osm5174954829,1.26624630,103.82054370,-0.594,0.956
osm1780113708,1.26624210,103.82057630,-0.595,0.952
osm5829758104,1.26622400,103.82067220,-0.597,0.941
osm1780113733,1.26619460,103.82073640,-0.600,0.934
osm4723052389,1.26614020,103.82078720,-0.606,0.929
osm1780113723,1.26604210,103.82081610,-0.617,0.925
osm597073538,1.26759330,103.82709520,-0.444,0.227
osm597073542,1.26637400,103.82580360,-0.580,0.371
osm4600718709,1.26625220,103.82565420,-0.594,0.388
osm4600718710,1.26616780,103.82553830,-0.603,0.400
osm4600718711,1.26609670,103.82541330,-0.611,0.414
osm4600718712,1.26603160,103.82527490,-0.618,0.430
osm4600718713,1.26598870,103.82516760,-0.623,0.442
osm4600718714,1.26594710,103.82504290,-0.627,0.455
osm4600718715,1.26591120,103.82493420,-0.631,0.468
osm4600718721,1.26588670,103.82484480,-0.634,0.477
osm1366339450,1.26586540,103.82473940,-0.637,0.489
osm4600718716,1.26583790,103.82459690,-0.640,0.505
osm6973421667,1.26582460,103.82446330,-0.641,0.520
osm597073545,1.26577170,103.82364720,-0.647,0.611
osm597073532,1.26764670,103.82700280,-0.438,0.238
osm4726249873,1.26820610,103.82762050,-0.376,0.169
osm597109151,1.26687750,103.82706520,-0.524,0.231
osm4600763552,1.26681450,103.82704770,-0.531,0.233
osm4280372587,1.26673810,103.82703430,-0.540,0.234
osm4600763553,1.26664960,103.82703700,-0.549,0.234
osm4600763554,1.26657320,103.82704910,-0.558,0.232
osm597109153,1.26647560,103.82708090,-0.569,0.229
osm1366339456,1.26592930,103.82551630,-0.629,0.403
osm1366339446,1.26587620,103.82539000,-0.635,0.417
osm4600765899,1.26583080,103.82526130,-0.640,0.431
osm4600765898,1.26579530,103.82514040,-0.644,0.445
osm597109120,1.26576070,103.82501020,-0.648,0.459
osm4600765897,1.26574290,103.82487080,-0.650,0.475
osm4600765896,1.26572990,103.82476610,-0.652,0.486
osm4600765895,1.26572360,103.82466650,-0.652,0.497
osm4600765894,1.26571850,103.82457830,-0.653,0.507
osm4600765893,1.26571560,103.82440910,-0.653,0.526
osm6973421668,1.26572400,103.82349510,-0.652,0.628
osm597073552,1.26574870,103.82335400,-0.650,0.643
osm512093949,1.26799520,103.82139350,-0.400,0.861
