osm_nid,lat,lng,x,z
osm7257942713,47.48277340,-121.76138630,-2.095,3.984
osm2038508483,47.48388100,-121.76369590,-1.972,4.158
osm3232161361,47.48415270,-121.76426250,-1.942,4.200
osm7260257056,47.48589720,-121.76792550,-1.748,4.476
osm53150871,47.48655800,-121.76931300,-1.674,4.580
osm7260257049,47.48667570,-121.76958760,-1.661,4.601
osm5717351417,47.48716010,-121.77071710,-1.607,4.685
osm7078653155,47.48773690,-121.77188630,-1.543,4.773
osm7078653156,47.48781630,-121.77207480,-1.534,4.787
osm7078653154,47.48787690,-121.77221860,-1.528,4.798
osm7078653153,47.48886710,-121.77431870,-1.417,4.956
osm7078653152,47.48887080,-121.77436930,-1.417,4.960
osm7078653151,47.48888980,-121.77437890,-1.415,4.960
osm53157258,47.48686600,-121.72941640,-1.640,1.583
osm1277847117,47.48419820,-121.71498320,-1.937,0.499
osm2003328765,47.48411800,-121.71500650,-1.946,0.500
osm1277847125,47.48381750,-121.71502180,-1.979,0.502
osm6228575760,47.48363060,-121.71502560,-2.000,0.502
osm6228575763,47.48318290,-121.71503480,-2.050,0.503
osm6228575766,47.48269080,-121.71503680,-2.104,0.503
osm6228575768,47.48261670,-121.71503500,-2.113,0.503
osm6228575774,47.48229080,-121.71502420,-2.149,0.502
osm6228575769,47.48218950,-121.71502090,-2.160,0.501
osm6228575772,47.48211820,-121.71501020,-2.168,0.501
osm6228575771,47.48204780,-121.71499020,-2.176,0.499
osm6228575776,47.48202540,-121.71497760,-2.178,0.498
osm6228575770,47.48196990,-121.71494320,-2.184,0.496
osm53160730,47.48192160,-121.71488660,-2.190,0.491
osm53063843,47.48596790,-121.70971730,-1.740,0.103
osm6235508799,47.48570660,-121.70972580,-1.769,0.104
osm7259979761,47.48489770,-121.70975220,-1.859,0.106
osm53161448,47.48476990,-121.70975640,-1.873,0.106
osm4335038595,47.47316570,-121.73035490,-3.163,1.653
osm4335038601,47.47329040,-121.73030080,-3.150,1.649
osm4335038602,47.47340070,-121.73027730,-3.137,1.648
osm4335038600,47.47355150,-121.73030000,-3.121,1.649
osm53175158,47.47367810,-121.73033960,-3.106,1.652
osm53175160,47.47402220,-121.73064520,-3.068,1.675
osm4335038606,47.47418470,-121.73073010,-3.050,1.682
osm4335038607,47.47429030,-121.73077450,-3.038,1.685
osm53175162,47.47440880,-121.73078880,-3.025,1.686
osm4335038608,47.47454190,-121.73075930,-3.010,1.684
osm534474001,47.47479330,-121.73066720,-2.982,1.677
osm4335038641,47.47498580,-121.73060120,-2.961,1.672
osm7257131360,47.47517560,-121.73057510,-2.940,1.670
osm7257131361,47.47523420,-121.73056710,-2.933,1.669
osm4335038609,47.47529170,-121.73055920,-2.927,1.669
osm53175167,47.47549240,-121.73054970,-2.905,1.668
osm53175174,47.47570900,-121.73056280,-2.881,1.669
osm4335038611,47.47596630,-121.73061420,-2.852,1.673
osm534474002,47.47623890,-121.73067960,-2.822,1.678
osm4335038613,47.47646780,-121.73072570,-2.796,1.681
osm534474003,47.47662310,-121.73073110,-2.779,1.682
osm4335038612,47.47676190,-121.73068780,-2.764,1.678
osm534474004,47.47690310,-121.73059210,-2.748,1.671
osm53175177,47.47703680,-121.73046280,-2.733,1.661
osm53175178,47.47717180,-121.73027520,-2.718,1.647
osm53183230,47.47826550,-121.69241510,-2.596,-1.197
osm6954011341,47.47750000,-121.69245130,-2.681,-1.194
osm53183232,47.47688070,-121.69248050,-2.750,-1.192
osm4335121315,47.47594090,-121.69259390,-2.855,-1.183
osm53032667,47.47808160,-121.71663670,-2.617,0.623
osm4335038688,47.47792750,-121.71644730,-2.634,0.609
osm53032665,47.47774730,-121.71630430,-2.654,0.598
osm4335038686,47.47747630,-121.71623890,-2.684,0.593
osm4335038687,47.47732770,-121.71628150,-2.701,0.596
osm4335038692,47.47723510,-121.71636660,-2.711,0.603
osm53032663,47.47718430,-121.71649800,-2.717,0.612
osm53032660,47.47710210,-121.71671780,-2.726,0.629
osm4335038691,47.47703490,-121.71700430,-2.733,0.650
osm4335038685,47.47702510,-121.71726770,-2.734,0.670
osm4335038684,47.47703130,-121.71749010,-2.734,0.687
osm4335038690,47.47705580,-121.71763000,-2.731,0.697
osm4335038683,47.47705930,-121.71776220,-2.730,0.707
osm4335038689,47.47701040,-121.71792520,-2.736,0.720
osm53032658,47.47691960,-121.71801860,-2.746,0.727
osm4335038682,47.47680920,-121.71804740,-2.758,0.729
osm53032657,47.47657920,-121.71807720,-2.784,0.731
osm53032656,47.47636290,-121.71801080,-2.808,0.726
osm53032655,47.47610370,-121.71786720,-2.837,0.715
osm53032654,47.47575840,-121.71742840,-2.875,0.682
osm4335038681,47.47560490,-121.71719760,-2.892,0.665
osm53032652,47.47526470,-121.71691660,-2.930,0.644
osm4335038680,47.47500820,-121.71672730,-2.959,0.630
osm4335038679,47.47477710,-121.71662590,-2.984,0.622
osm53022739,47.47453560,-121.71662390,-3.011,0.622
osm53032651,47.47428320,-121.71671880,-3.039,0.629
